item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,days_of_stock_coverage,expected_demand_during_lead_time,lead_time_stock_gap,below_reorder_point,stockout_risk,inventory_value,coverage_to_lead_time_ratio,overstock_candidate
ITM10112,Automotive,389,80,3,2,24.06,6.26,0.63,L30,A,153,4.03,168.99,1.4,3,0.97,591,11.88,0.31,2024-12-07,157.94,0.614,16.167913549459684,48.12,340.88,False,False,65737.11,8.083956774729842,False
ITM10113,Groceries,33,10,7,8,47.5,3.91,0.16,L5,D,170,0.55,101.09,1.65,6,0.71,264,7.09,0.47,2024-11-11,193.86,0.446,0.6947368421052632,380.0,-347.0,False,True,3335.9700000000003,0.0868421052631579,False
ITM10114,Electronics,197,67,12,7,42.53,1.05,0.69,L41,B,98,3.6,197.96,1.62,9,0.86,676,14.97,0.42,2024-09-04,233.91,0.514,4.632024453327063,297.71000000000004,-100.71000000000004,False,True,38998.12,0.6617177790467234,False
ITM10115,Automotive,431,99,13,5,17.32,6.58,0.54,L52,D,25,1.94,146.31,0.24,4,0.98,264,10.74,0.43,2024-12-03,15.07,0.721,24.884526558891455,86.6,344.4,False,False,63059.61,4.976905311778291,False
ITM10116,Apparel,385,96,11,3,20.6,5.92,0.58,L35,C,167,1.51,198.59,1.51,9,0.96,213,14.29,0.46,2024-09-06,162.62,0.544,18.689320388349515,61.800000000000004,323.2,False,False,76457.15,6.229773462783172,False
ITM10117,Groceries,72,99,10,2,21.74,1.57,0.85,L9,C,107,4.11,96.16,1.9,4,0.81,219,4.91,0.47,2024-01-09,87.45,0.451,3.311867525298988,43.48,28.520000000000003,True,False,6923.5199999999995,1.655933762649494,False
ITM10118,Electronics,427,15,5,4,31.68,9.13,0.41,L28,C,113,0.9,36.75,1.43,0,0.75,270,3.47,0.7,2024-01-04,297.56,0.593,13.478535353535353,126.72,300.28,False,False,15692.25,3.3696338383838382,False
ITM10119,Apparel,354,79,5,9,15.05,2.39,0.26,L73,A,53,1.53,148.19,1.69,1,0.76,309,6.27,0.7,2024-09-29,55.51,0.587,23.52159468438538,135.45000000000002,218.54999999999998,False,False,52459.26,2.6135105204872646,False
ITM10120,Apparel,41,53,3,6,48.49,7.56,0.6,L92,A,175,1.42,157.77,1.02,8,0.85,773,4.71,0.62,2024-10-09,136.98,0.495,0.8455351618890492,290.94,-249.94,True,True,6468.570000000001,0.1409225269815082,False
ITM10121,Pharma,49,81,5,6,30.83,8.91,0.95,L41,A,60,2.39,172.04,0.71,1,0.88,310,9.59,0.89,2024-07-29,291.31,0.791,1.5893610120012975,184.98,-135.98,True,True,8429.96,0.2648935020002163,False
ITM10122,Automotive,210,33,14,8,20.57,6.01,0.57,L28,B,27,1.95,67.28,1.38,9,0.71,863,11.42,0.88,2024-01-07,71.8,0.552,10.209042294603792,164.56,45.44,False,False,14128.800000000001,1.276130286825474,False
ITM10123,Groceries,279,95,14,5,32.61,2.85,0.85,L84,A,14,3.74,107.03,1.04,1,0.82,892,6.63,0.37,2024-01-09,244.0,0.602,8.555657773689052,163.05,115.94999999999999,False,False,29861.37,1.7111315547378105,False
ITM10124,Electronics,224,28,14,4,20.37,3.44,0.78,L64,C,177,3.65,172.93,1.8,8,0.95,691,2.26,0.63,2024-09-28,80.48,0.406,10.996563573883162,81.48,142.51999999999998,False,False,38736.32,2.7491408934707904,False
ITM10125,Pharma,78,27,13,8,41.07,8.91,0.57,L51,A,15,1.96,174.3,1.95,2,0.83,666,1.37,0.83,2024-05-20,31.83,0.515,1.8991964937910883,328.56,-250.56,False,True,13595.400000000001,0.23739956172388604,False
ITM10126,Automotive,490,39,3,7,28.82,3.33,0.68,L83,A,85,2.47,14.88,1.66,1,0.75,615,4.05,0.89,2024-10-01,22.4,0.596,17.002081887578072,201.74,288.26,False,False,7291.200000000001,2.428868841082582,False
ITM10127,Pharma,283,51,10,7,3.06,7.59,0.47,L59,D,124,1.44,137.47,1.99,6,0.99,669,11.25,0.4,2024-05-26,285.13,0.509,92.48366013071896,21.42,261.58,False,False,38904.01,13.211951447245566,False
ITM10128,Automotive,485,42,3,8,9.66,9.91,0.58,L19,A,21,3.52,124.32,0.76,8,0.78,521,4.1,0.6,2024-01-09,71.74,0.495,50.20703933747412,77.28,407.72,False,False,60295.2,6.275879917184265,False
ITM10129,Automotive,31,83,7,3,43.38,10.0,0.56,L34,D,21,2.28,25.83,1.8,5,0.94,876,13.75,0.62,2024-09-14,94.67,0.615,0.714615029967727,130.14000000000001,-99.14000000000001,True,True,800.7299999999999,0.23820500998924232,False
ITM10130,Groceries,138,21,11,6,28.58,5.57,0.74,L18,A,82,1.1,186.73,0.73,6,0.76,850,10.12,0.76,2024-12-23,290.4,0.646,4.828551434569629,171.48,-33.47999999999999,False,True,25768.739999999998,0.8047585724282715,False
ITM10131,Automotive,434,36,9,4,47.57,8.35,0.47,L32,D,115,1.07,94.62,0.32,2,0.83,304,13.07,0.46,2024-12-11,200.64,0.76,9.123397099011981,190.28,243.72,False,False,41065.08,2.2808492747529954,False
ITM10132,Pharma,481,48,6,5,4.55,9.91,0.19,L96,C,159,1.95,138.11,1.28,2,0.85,327,6.4,0.43,2024-08-08,151.56,0.573,105.71428571428572,22.75,458.25,False,False,66430.91,21.142857142857146,False
ITM10133,Automotive,309,18,13,9,15.47,4.06,0.81,L72,A,58,3.86,177.73,0.96,7,0.85,608,14.77,0.76,2024-04-01,136.27,0.683,19.97414350355527,139.23000000000002,169.76999999999998,False,False,54918.57,2.2193492781728077,False
ITM10134,Groceries,357,30,11,2,10.48,2.9,0.72,L69,C,13,0.61,34.72,1.85,6,0.85,695,10.51,0.52,2024-02-24,24.08,0.509,34.0648854961832,20.96,336.04,False,False,12395.039999999999,17.0324427480916,False
ITM10135,Groceries,267,85,11,5,28.14,1.59,0.96,L34,A,12,1.66,172.61,1.04,4,0.77,73,6.0,0.2,2024-02-19,253.29,0.49,9.488272921108742,140.7,126.30000000000001,False,False,46086.87,1.8976545842217483,False
ITM10136,Pharma,373,38,4,5,19.76,1.84,0.49,L96,B,153,1.23,147.62,1.86,5,0.85,482,3.98,0.95,2024-09-25,230.99,0.527,18.87651821862348,98.80000000000001,274.2,False,False,55062.26,3.7753036437246963,False
ITM10137,Apparel,146,42,12,4,8.71,8.61,0.17,L75,B,23,4.8,169.52,0.25,8,0.84,678,13.13,0.32,2024-03-17,36.3,0.622,16.762342135476462,34.84,111.16,False,False,24749.920000000002,4.190585533869116,False
ITM10138,Apparel,94,71,12,6,32.49,6.09,0.21,L55,C,73,3.67,104.02,1.68,2,0.76,800,5.45,0.32,2024-05-03,112.5,0.481,2.8931979070483225,194.94,-100.94,False,True,9777.88,0.4821996511747204,False
ITM10139,Automotive,380,24,13,4,27.28,8.8,0.8,L75,C,129,1.55,16.36,1.54,2,1.0,527,1.62,0.85,2024-04-08,266.77,0.598,13.929618768328446,109.12,270.88,False,False,6216.8,3.4824046920821115,False
ITM10140,Electronics,223,11,14,2,14.46,8.0,0.16,L52,B,178,1.43,137.4,1.47,5,0.96,543,4.9,0.47,2024-11-13,78.57,0.504,15.421853388658366,28.92,194.07999999999998,False,False,30640.2,7.710926694329183,False
ITM10141,Automotive,68,61,8,8,24.51,6.9,0.92,L47,B,77,4.36,81.16,0.77,7,0.97,431,3.51,0.46,2024-09-26,187.26,0.516,2.77437780497756,196.08,-128.08,False,True,5518.88,0.346797225622195,False
ITM10142,Pharma,98,53,6,4,37.54,6.29,0.35,L29,D,68,1.36,86.46,1.59,4,0.91,868,5.48,0.7,2024-05-09,151.5,0.556,2.610548748002131,150.16,-52.16,False,True,8473.08,0.6526371870005327,False
ITM10143,Pharma,460,63,10,3,11.06,0.96,0.91,L18,A,139,4.99,93.84,1.02,0,0.75,423,9.59,0.25,2024-06-30,247.37,0.626,41.59132007233273,33.18,426.82,False,False,43166.4,13.863773357444243,False
ITM10144,Pharma,498,27,14,5,15.35,8.79,0.8,L66,B,128,1.77,103.65,1.46,2,0.87,602,8.01,0.39,2024-05-16,20.46,0.573,32.44299674267101,76.75,421.25,False,False,51617.700000000004,6.488599348534203,False
ITM10145,Pharma,260,12,13,6,17.96,4.47,0.88,L64,C,19,0.88,135.77,1.15,7,0.95,811,10.95,0.24,2024-07-22,246.68,0.529,14.476614699331847,107.76,152.24,False,False,35300.200000000004,2.412769116555308,False
ITM10146,Pharma,368,16,9,9,37.59,5.82,0.29,L12,C,84,3.61,148.09,0.4,3,0.71,372,5.67,0.43,2024-02-10,49.36,0.604,9.789837722798616,338.31000000000006,29.68999999999994,False,False,54497.12,1.087759746977624,False
ITM10147,Groceries,173,52,9,7,42.5,0.71,0.64,L97,B,99,3.24,157.6,0.22,8,0.85,138,2.68,0.9,2024-07-10,14.37,0.604,4.070588235294117,297.5,-124.5,False,True,27264.8,0.5815126050420167,False
ITM10148,Apparel,293,91,13,2,19.44,9.39,0.18,L7,C,110,5.0,137.61,0.8,5,0.82,141,3.24,0.93,2024-07-26,182.7,0.613,15.072016460905349,38.88,254.12,False,False,40319.73,7.5360082304526745,False
ITM10149,Pharma,115,47,12,7,15.53,9.08,0.28,L15,A,163,4.11,162.66,1.87,9,0.76,426,12.16,0.45,2024-08-23,85.01,0.437,7.405022537025113,108.71,6.290000000000006,False,False,18705.899999999998,1.057860362432159,False
ITM10150,Electronics,233,46,11,5,44.58,5.66,0.38,L20,D,141,2.43,33.21,1.11,3,0.81,130,2.37,0.35,2024-10-16,215.69,0.493,5.2265589950650515,222.89999999999998,10.100000000000023,False,False,7737.93,1.0453117990130103,False
ITM10151,Electronics,313,67,7,4,49.97,5.98,0.77,L81,A,37,3.54,169.0,1.62,3,1.0,691,12.17,0.31,2024-05-04,146.24,0.602,6.263758254952972,199.88,113.12,False,False,52897.0,1.565939563738243,False
ITM10152,Electronics,228,42,8,7,33.85,7.2,0.12,L21,D,139,4.18,83.58,1.19,9,0.92,652,3.98,0.52,2024-12-22,185.6,0.442,6.73559822747415,236.95000000000002,-8.950000000000017,False,True,19056.239999999998,0.9622283182105928,False
ITM10153,Electronics,362,68,3,3,49.51,3.01,0.91,L88,D,75,2.81,110.47,1.92,4,0.79,149,10.5,0.86,2024-04-25,210.01,0.598,7.311654211270451,148.53,213.47,False,False,39990.14,2.4372180704234836,False
ITM10154,Groceries,107,20,8,4,33.34,2.61,0.16,L55,B,153,1.73,92.42,0.8,6,0.88,639,9.72,0.88,2024-06-02,278.81,0.682,3.209358128374325,133.36,-26.360000000000014,False,True,9888.94,0.8023395320935812,False
ITM10155,Electronics,325,77,4,5,36.94,6.9,0.44,L77,C,133,1.45,100.39,0.21,6,0.77,604,2.38,0.24,2024-12-16,248.7,0.493,8.798050893340553,184.7,140.3,False,False,32626.75,1.7596101786681106,False
ITM10156,Pharma,283,91,8,7,20.04,1.49,0.17,L9,D,66,1.83,64.23,1.58,9,0.88,172,10.32,0.37,2024-02-11,153.58,0.45,14.121756487025948,140.28,142.72,False,False,18177.09,2.0173937838608498,False
ITM10157,Automotive,444,77,11,9,22.22,4.81,0.79,L50,B,160,4.32,42.29,1.44,6,0.97,849,7.27,0.36,2024-11-30,137.02,0.499,19.981998199819984,199.98,244.02,False,False,18776.76,2.22022202220222,False
ITM10158,Electronics,409,97,10,8,8.06,5.18,0.23,L49,C,160,2.21,29.93,1.1,4,0.87,445,10.9,0.86,2024-11-28,199.86,0.701,50.744416873449126,64.48,344.52,False,False,12241.369999999999,6.343052109181141,False
ITM10159,Groceries,344,31,11,2,41.31,4.12,0.9,L77,C,30,1.79,95.77,0.72,8,0.92,72,12.7,0.57,2024-01-17,222.72,0.635,8.327281529895908,82.62,261.38,False,False,32944.88,4.163640764947954,False
ITM10160,Groceries,447,75,12,7,46.62,2.26,0.58,L60,D,112,4.13,33.8,0.46,1,0.84,705,1.55,0.49,2024-02-17,60.07,0.621,9.588159588159588,326.34,120.66000000000003,False,False,15108.599999999999,1.3697370840227983,False
ITM10161,Electronics,396,53,10,9,31.55,3.88,0.95,L68,C,162,0.64,56.55,1.02,7,0.86,989,10.07,0.97,2024-07-26,19.43,0.658,12.551505546751189,283.95,112.05000000000001,False,False,22393.8,1.3946117274167988,False
ITM10162,Automotive,339,15,5,8,17.84,3.71,0.36,L33,A,67,3.17,35.39,1.37,9,0.91,819,2.47,0.94,2024-07-13,141.85,0.486,19.00224215246637,142.72,196.28,False,False,11997.210000000001,2.375280269058296,False
ITM10163,Electronics,176,51,10,8,8.55,5.24,0.51,L71,C,46,4.43,30.73,1.2,7,0.94,568,6.3,0.55,2024-07-12,38.84,0.522,20.584795321637426,68.4,107.6,False,False,5408.4800000000005,2.573099415204678,False
ITM10164,Groceries,175,34,8,7,13.99,6.91,0.72,L2,A,152,2.35,177.67,0.93,2,0.9,326,1.18,0.3,2024-10-09,89.09,0.523,12.508934953538242,97.93,77.07,False,False,31092.249999999996,1.7869907076483202,False
ITM10165,Apparel,158,66,8,6,13.52,9.7,0.85,L88,C,165,1.71,138.06,1.13,4,0.99,747,5.6,0.34,2024-08-31,179.57,0.548,11.68639053254438,81.12,76.88,False,False,21813.48,1.9477317554240632,False
ITM10166,Pharma,140,94,8,7,31.06,1.87,0.48,L93,D,141,2.71,185.51,0.31,7,0.95,144,3.37,0.29,2024-01-29,53.92,0.522,4.507405022537025,217.42,-77.41999999999999,False,True,25971.399999999998,0.643915003219575,False
ITM10167,Groceries,84,64,5,5,47.31,8.79,0.9,L15,D,56,3.73,132.36,1.42,9,0.93,968,8.79,0.74,2024-11-22,18.26,0.529,1.7755231452124285,236.55,-152.55,False,True,11118.240000000002,0.3551046290424857,False
ITM10168,Electronics,126,25,12,8,3.37,3.2,0.21,L88,B,112,2.82,170.35,1.5,8,0.95,431,8.17,0.64,2024-01-05,170.83,0.517,37.388724035608305,26.96,99.03999999999999,False,False,21464.1,4.673590504451038,False
ITM10169,Pharma,166,23,3,2,1.05,6.12,0.74,L69,A,81,0.53,115.51,0.12,6,0.78,426,12.11,0.65,2024-12-25,145.21,0.715,158.0952380952381,2.1,163.9,False,False,19174.66,79.04761904761905,False
ITM10170,Electronics,156,48,14,5,30.41,5.69,0.41,L97,A,98,0.85,97.9,0.61,3,0.83,74,9.96,0.28,2024-03-28,98.83,0.634,5.129891483064782,152.05,3.9499999999999886,False,False,15272.400000000001,1.0259782966129563,False
ITM10171,Electronics,430,37,6,3,14.92,5.79,0.19,L35,D,67,3.75,110.41,0.28,3,0.87,340,11.0,0.83,2024-02-12,145.95,0.799,28.820375335120644,44.76,385.24,False,False,47476.299999999996,9.606791778373548,False
ITM10172,Apparel,181,60,12,4,44.15,7.37,0.45,L99,D,114,2.3,70.84,2.0,2,0.84,276,2.29,0.63,2024-09-12,208.22,0.485,4.099660249150623,176.6,4.400000000000006,False,False,12822.04,1.0249150622876557,False
ITM10173,Pharma,447,58,14,7,17.04,4.13,0.89,L83,D,78,4.03,135.01,1.23,7,0.95,222,1.39,0.27,2024-08-10,41.61,0.4,26.232394366197184,119.28,327.72,False,False,60349.469999999994,3.7474849094567406,False
ITM10174,Pharma,471,18,8,6,15.2,3.53,0.98,L44,A,55,3.42,180.46,0.98,5,0.71,696,14.57,0.8,2024-11-26,84.15,0.698,30.98684210526316,91.19999999999999,379.8,False,False,84996.66,5.1644736842105265,False
ITM10175,Apparel,119,67,13,2,14.21,8.6,0.45,L15,B,162,3.12,158.65,0.98,9,0.76,502,6.98,0.99,2024-06-18,240.54,0.565,8.374384236453201,28.42,90.58,False,False,18879.350000000002,4.1871921182266005,False
ITM10176,Groceries,357,54,14,6,8.1,2.59,0.9,L38,A,34,4.56,97.78,1.93,5,0.96,337,6.53,0.55,2024-10-16,204.34,0.496,44.074074074074076,48.599999999999994,308.4,False,False,34907.46,7.34567901234568,False
ITM10177,Electronics,418,31,12,6,29.49,2.21,0.56,L56,D,130,0.6,191.24,1.35,9,0.72,870,1.49,0.29,2024-02-18,87.21,0.307,14.174296371651408,176.94,241.06,False,False,79938.32,2.362382728608568,False
ITM10178,Automotive,326,41,4,6,9.24,0.65,0.75,L21,B,44,1.2,197.23,0.42,9,0.77,118,2.66,0.28,2024-09-27,125.46,0.423,35.28138528138528,55.44,270.56,False,False,64296.979999999996,5.88023088023088,False
ITM10179,Electronics,160,78,9,7,21.81,2.5,0.14,L59,C,24,3.31,103.69,0.95,8,0.81,330,14.17,0.22,2024-01-22,44.73,0.54,7.336084364970198,152.67,7.3300000000000125,False,False,16590.4,1.0480120521385996,False
ITM10180,Electronics,102,96,9,2,23.59,5.43,0.6,L1,C,115,0.8,174.28,1.57,2,0.93,912,10.73,0.82,2024-04-27,83.41,0.696,4.323866044934294,47.18,54.82,False,False,17776.56,2.161933022467147,False
ITM10181,Groceries,196,78,13,2,2.0,5.62,0.16,L93,D,137,3.4,10.91,0.9,3,0.87,391,6.73,0.76,2024-04-18,253.93,0.666,98.0,4.0,192.0,False,False,2138.36,49.0,False
ITM10182,Electronics,217,51,6,8,1.82,2.92,0.34,L93,B,83,4.93,22.66,0.69,2,0.99,919,13.66,0.67,2024-12-20,137.72,0.805,119.23076923076923,14.56,202.44,False,False,4917.22,14.903846153846153,False
ITM10183,Apparel,131,62,6,6,26.49,1.19,0.61,L34,D,97,4.45,14.25,1.98,2,0.77,382,9.26,0.81,2024-10-17,195.68,0.601,4.9452623631559085,158.94,-27.939999999999998,False,True,1866.75,0.824210393859318,False
ITM10184,Apparel,75,68,3,8,35.11,7.57,0.83,L65,A,172,3.16,156.9,1.88,0,0.96,792,11.45,1.0,2024-08-31,56.33,0.757,2.1361435488464826,280.88,-205.88,False,True,11767.5,0.2670179436058103,False
ITM10185,Pharma,479,83,4,8,47.16,7.7,0.6,L98,A,38,4.52,25.16,1.89,9,0.78,435,7.04,0.52,2024-05-18,63.16,0.385,10.156912637828668,377.28,101.72000000000003,False,False,12051.64,1.2696140797285835,False
ITM10186,Automotive,198,48,11,4,9.78,9.98,0.94,L23,B,47,1.02,13.24,0.35,5,0.77,391,7.04,0.76,2024-01-24,282.87,0.665,20.245398773006137,39.12,158.88,False,False,2621.52,5.061349693251534,False
ITM10187,Electronics,440,24,12,7,6.06,9.05,0.83,L65,D,33,2.55,38.01,0.55,8,0.85,366,1.96,0.5,2024-02-08,254.02,0.481,72.60726072607261,42.419999999999995,397.58,False,False,16724.399999999998,10.372465818010372,True
ITM10188,Electronics,420,80,10,7,3.55,9.3,0.24,L14,D,28,2.43,68.2,0.94,4,0.72,954,11.28,0.48,2024-12-16,239.2,0.616,118.30985915492958,24.849999999999998,395.15,False,False,28644.0,16.901408450704228,False
ITM10189,Groceries,205,38,10,5,22.37,8.08,0.45,L81,C,58,2.01,98.29,1.68,9,0.82,356,2.39,0.88,2024-05-23,105.58,0.424,9.164059007599462,111.85000000000001,93.14999999999999,False,False,20149.45,1.8328118015198924,False
ITM10190,Apparel,490,12,11,9,31.53,6.35,0.7,L39,B,53,0.5,22.43,1.5,1,0.81,819,11.7,0.66,2024-10-05,173.2,0.68,15.540754836663494,283.77,206.23000000000002,False,False,10990.7,1.7267505374070549,False
ITM10191,Automotive,237,92,9,8,42.19,1.72,0.94,L82,D,163,4.51,104.81,1.71,9,0.75,222,3.67,0.3,2024-10-15,152.78,0.308,5.6174448921545395,337.52,-100.51999999999998,False,True,24839.97,0.7021806115193174,False
ITM10192,Pharma,432,19,11,7,34.45,6.41,0.99,L65,A,162,4.0,57.13,1.85,3,0.96,593,4.46,0.52,2024-12-02,287.31,0.51,12.539912917271407,241.15000000000003,190.84999999999997,False,False,24680.16,1.7914161310387724,False
ITM10193,Apparel,436,38,12,6,11.21,1.03,0.79,L78,D,44,3.44,62.13,1.58,5,0.82,249,13.85,0.84,2024-01-17,79.49,0.659,38.89384478144513,67.26,368.74,False,False,27088.68,6.482307463574188,False
ITM10194,Pharma,335,88,14,9,23.63,8.91,0.62,L26,D,173,1.08,166.16,0.6,6,0.99,641,7.6,0.95,2024-04-01,284.7,0.709,14.176893779094373,212.67,122.33000000000001,False,False,55663.6,1.5752104198993748,False
ITM10195,Groceries,494,44,4,3,45.61,5.08,0.78,L20,A,151,2.2,197.52,0.64,6,0.97,914,2.75,0.69,2024-06-10,214.99,0.585,10.830958123218593,136.82999999999998,357.17,False,False,97574.88,3.6103193744061977,False
ITM10196,Groceries,236,15,8,6,17.01,7.13,0.35,L48,A,65,4.66,98.13,0.77,3,0.76,124,13.67,0.52,2024-01-09,129.97,0.701,13.87419165196943,102.06,133.94,False,False,23158.68,2.312365275328238,False
ITM10197,Electronics,139,21,5,2,25.44,1.0,0.36,L98,D,143,3.28,71.14,0.68,9,0.85,977,7.33,0.4,2024-04-16,87.24,0.5,5.463836477987421,50.88,88.12,False,False,9888.460000000001,2.7319182389937104,False
ITM10198,Automotive,458,47,13,7,47.97,5.58,0.69,L21,A,41,3.22,186.98,0.57,9,0.88,825,2.83,0.54,2024-10-27,229.63,0.485,9.54763393787784,335.78999999999996,122.21000000000004,False,False,85636.84,1.36394770541112,False
ITM10199,Pharma,413,86,8,9,37.0,3.36,0.88,L70,C,35,4.61,105.09,1.53,4,0.95,646,6.47,0.65,2024-03-14,248.65,0.573,11.162162162162161,333.0,80.0,False,False,43402.17,1.2402402402402402,False
ITM10200,Apparel,194,28,5,7,37.64,3.21,0.97,L100,C,152,3.02,148.77,0.16,3,0.97,266,9.25,0.2,2024-12-30,113.68,0.681,5.154091392136025,263.48,-69.48000000000002,False,True,28861.38,0.7362987703051465,False
ITM10201,Groceries,42,76,10,5,13.36,4.2,0.41,L68,C,65,3.19,88.61,1.48,9,0.89,682,6.07,0.41,2024-07-22,59.85,0.413,3.1437125748502996,66.8,-24.799999999999997,True,True,3721.62,0.62874251497006,False
ITM10202,Electronics,232,17,13,8,21.32,0.51,0.82,L1,A,46,2.06,48.48,1.66,5,0.71,581,13.94,0.74,2024-02-09,152.75,0.61,10.881801125703564,170.56,61.44,False,False,11247.359999999999,1.3602251407129455,False
ITM10203,Electronics,424,17,6,3,5.03,4.93,0.87,L77,A,134,2.17,134.43,0.23,6,0.84,498,4.78,0.74,2024-06-02,145.87,0.637,84.29423459244532,15.09,408.91,False,False,56998.32,28.098078197481772,False
ITM10204,Pharma,254,93,14,7,30.72,5.12,0.66,L42,A,62,3.59,136.32,0.22,1,0.97,710,3.46,0.72,2024-03-24,220.37,0.742,8.268229166666668,215.04,38.96000000000001,False,False,34625.28,1.1811755952380953,False
ITM10205,Groceries,32,56,12,5,6.08,8.7,0.41,L63,B,110,1.94,97.43,0.64,9,0.91,56,4.09,0.96,2024-10-15,292.22,0.585,5.2631578947368425,30.4,1.6000000000000014,True,False,3117.76,1.0526315789473686,False
ITM10206,Automotive,120,13,8,5,41.96,4.76,0.66,L3,A,87,3.02,61.29,0.5,2,0.96,938,2.17,0.65,2024-05-03,164.07,0.661,2.8598665395614873,209.8,-89.80000000000001,False,True,7354.8,0.5719733079122975,False
ITM10207,Groceries,436,60,11,3,40.91,3.95,0.63,L15,C,45,1.76,168.04,1.2,7,0.9,939,7.33,0.42,2024-10-17,222.2,0.502,10.657540943534588,122.72999999999999,313.27,False,False,73265.44,3.552513647844863,False
ITM10208,Pharma,43,94,4,6,27.15,9.95,0.65,L47,C,110,1.25,62.31,1.38,6,0.71,442,13.3,0.85,2024-07-18,111.67,0.631,1.5837937384898713,162.89999999999998,-119.89999999999998,True,True,2679.33,0.26396562308164523,False
ITM10209,Pharma,383,76,4,6,7.92,5.93,0.66,L40,C,20,2.54,135.21,1.3,0,0.99,647,5.27,0.51,2024-12-12,183.88,0.64,48.35858585858586,47.519999999999996,335.48,False,False,51785.43,8.05976430976431,False
ITM10210,Groceries,30,54,9,6,2.25,4.99,0.86,L31,B,36,1.48,82.96,0.78,3,0.98,435,4.62,0.39,2024-10-03,43.45,0.598,13.333333333333334,13.5,16.5,True,False,2488.7999999999997,2.2222222222222223,False
ITM10211,Pharma,292,17,4,4,40.04,5.21,0.25,L8,D,11,4.54,99.77,1.05,4,0.74,550,12.72,0.65,2024-06-18,246.33,0.663,7.292707292707293,160.16,131.84,False,False,29132.84,1.8231768231768233,False
ITM10212,Groceries,471,96,4,8,30.41,8.19,0.43,L31,C,31,1.87,50.17,1.32,2,0.73,196,5.28,0.43,2024-07-15,109.85,0.53,15.488326208484052,243.28,227.72,False,False,23630.07,1.9360407760605065,False
ITM10213,Apparel,450,25,6,9,35.84,3.74,0.63,L73,B,75,3.19,133.4,0.33,3,0.86,365,7.68,0.52,2024-03-12,33.21,0.685,12.55580357142857,322.56000000000006,127.43999999999994,False,False,60030.0,1.3950892857142856,False
ITM10214,Groceries,300,86,11,8,15.89,4.2,0.35,L11,D,121,1.69,52.91,0.54,9,0.93,503,1.44,0.75,2024-12-18,297.26,0.521,18.879798615481434,127.12,172.88,False,False,15872.999999999998,2.3599748269351792,False
ITM10215,Groceries,113,76,10,6,25.96,7.68,0.98,L11,B,26,1.66,102.29,1.79,9,0.81,236,5.02,1.0,2024-02-10,271.52,0.47,4.352850539291217,155.76,-42.75999999999999,False,True,11558.77,0.7254750898818695,False
ITM10216,Pharma,220,18,4,3,37.61,1.19,0.34,L94,B,141,2.08,72.41,0.75,9,0.74,374,2.83,0.72,2024-09-13,67.26,0.475,5.849508109545334,112.83,107.17,False,False,15930.199999999999,1.9498360365151113,False
ITM10217,Pharma,40,69,10,4,23.67,8.72,0.52,L63,D,23,4.62,193.09,1.62,6,0.85,862,2.48,0.42,2024-06-26,115.33,0.405,1.6899028305872412,94.68,-54.68000000000001,True,True,7723.6,0.4224757076468103,False
ITM10218,Electronics,359,87,6,8,30.47,4.59,0.89,L9,A,16,2.26,196.62,0.58,7,0.8,367,7.04,0.27,2024-01-28,281.65,0.51,11.782080735149327,243.76,115.24000000000001,False,False,70586.58,1.4727600918936659,False
ITM10219,Electronics,486,86,4,6,39.7,6.02,0.17,L98,A,88,4.2,153.16,0.18,8,0.81,443,4.88,0.49,2024-02-20,240.94,0.547,12.241813602015112,238.20000000000002,247.79999999999998,False,False,74435.76,2.040302267002519,False
ITM10220,Apparel,230,80,13,4,11.55,7.7,0.84,L69,C,153,1.39,196.94,1.05,1,0.89,428,3.33,0.22,2024-08-11,272.86,0.541,19.91341991341991,46.2,183.8,False,False,45296.2,4.978354978354978,False
